aboard,cn_in,date,fatalities,flight,ground,location,operator,registration,route,summary,time,type
11.0,06014,-531158400,11.0,,0.0,"Karachi, Pakistan",Canadian PacifiAir Lines,CF-CUN,Karachi - Rangoon,"The aircraft overran the runway during takeoff. Excessive nose-up attitude of the aircraft during the takeoff run producing a partly stalled condition and excessive drag. The pilot who had only limited experience in the Comet aircraft, elected to takeoff at night at the maximum permissable takeoff for the prevailing conditions. The circumstances required strict adherence to the prescribed takeoff technique, which was not complied with.  First fatal crash of a commercial jet aircraft. The aircraft was named Empress of Hawaii.",03:35,de Havilland DH106 Comet 1A
2.0,22400,-531072000,2.0,162,0.0,"Windsor Locks, Connecticut",Slick Airways,N4717N,"New York, NY - Winsor Locks, CT","After missing his first approach to the airport, the pilot displayed poor judgement in attempting a circle under the overcast in rain and at night, rather than execute a standard instrument approach.",,Curtiss C-46F
16.0,082,-530208000,16.0,,0.0,"Kalasahar, India",Orient Airways,AP-AEG,Delhi - Dacca,Crashed into a mountain while en route in severe weather. The pilot descended in poor visibility in order to find his position.,,Convair CV-240-7
8.0,19105,-529948800,8.0,,0.0,"Off Da Nang, Vietnam",Aigle Azur,F-BEFG,Hue - Da Nang,Crashed into the sea in poor weather conditions.,,Douglas DC-3
23.0,,-529862400,23.0,,0.0,"Random Island, Newfoundland",Military - U.S. Air Force,51-13721A,Azores - Rapid City AFB,"The aircraft, flying low over the AtlantiOcean, was to have flown higher when it reached the coast. Tail-winds caused the aircraft to arrive earlier and the plane hit a hill in low cloud cover.",04:10,Convair RB-36H
35.0,36076,-529689600,35.0,942,0.0,"Alvarado, California",Transocean Air Lines,N88942,Roswell - Oakland - Guam,"The aircraft crashed into a flat barley field and burned. The aircraft first struck the ground with its right wing tip in a near vertical position, cartwheeled and disintegrated. All 30 passengers were maintenance personnel from the 509th Bomb Wing, noted for dropping the atomibombs on Japan. Accumulation of ice on the surfaces of the aircraft in sufficient magnitude to have caused loss of control. Official cause of loss of control unknown.",18:38,Douglas DC-4  (C-54-10-DO)
14.0,14004,-529084800,14.0,,0.0,"Itapebi, Brazil",Transportes Aéreos Salvador,PP-SLG,,The pilot aborted the takeoff after loosing the No. 2 engine and was unable to stop on the remaining runway. Error of judgment on the part of the pilot in not continuing the takeoff with three engines still operating,,de Havilland DH-114 Heron 1B
13.0,168,-528912000,13.0,,0.0,"Mtara, Tanganyika",Central African Airways,VP-YEY,Nairobi - Dar-es-Salaam,"Crashed after a wing failed due to metal fatigue cracks after the aircraft encountered strong winds. A wrong type of grease used when fitting press fit bolts to the booms caused corrosion, thus weakening the lower starboard boom at the outboard bolt hole.",,Vickers 616 Viking 1B
13.0,2568,-527875200,13.0,,0.0,"Off Kingston, Jamaica",Caribbean International Airways,VP-JBC,,"Lost an engine on takeoff, climbed to 100-200 ft. entering a slight banking turn and crashed into the sea. Failure of the left engine which was due to the cracking of the accessory drive gear. Failure of the pilot to take precautionary steps on hearing the back firing, which was a warning of possible engine failure.",,Lockheed 18-56 LodeStar
4.0,090,-527875200,4.0,,0.0,"Miandivazo, Madagascar",Air France,F-BALE,,The cargo plane crashed on take off.,,Junkers JU-5/-3m
3.0,19149,-527529600,3.0,,0.0,"Near Guwahati, India",Airways,VT-AUJ,,The cargo plane crashed in the Khasi hills. The port wing failed in the air due to an upload as a result of being subjected to loads greater than those for which it was designed.,,Douglas C-47A
25.0,20432,-527529600,7.0,,0.0,"Selleck, Washington",Miami Airlines,N65743,Spokane - Ellenburgh,"The aircraft crashed into Cedar Mountain following double engine failure. The progressive failure of both engines, due to the lack of compliance with proper maintenance standards. Spark plugs in both engines had been operated beyond their normal maintenance inspection period and exhibited evidence of a condition conducive to detonation and preignition. There was evidence that detonation and preignition took place in both engines and that  they ultimately failed as a result of master rod bearing failures.",02:22,Douglas DC-3 (C-47-DL)
30.0,19498,-527356800,30.0,,0.0,"NW of Hanoi, Vietnam",Aigle Azur,F-BESS,Hanoi - Na San,Crashed after takeoff due to wing failure.,,Douglas DC-3
10.0,43823,-527011200,8.0,636,0.0,"San Francisco Bay, California",Western Airlines,N91303,Los Angeles - San Francisco - Oakland,The aircraft descended below minimum altitude and crashed into the sea. The pilot's action in continuing a descent below the 500 ft. prescribed minimum altitude until the aircraft struck the water. A probable contributing factor to the aircraft striking the water was the sensory illusion experienced by the pilots.,23:08,Douglas DC-6B
43.0,06008,-525978000,43.0,783/057,0.0,"Near Jalalogori, West Bengal, India",British Overseas Airways,G-ALYV,Calcutta - Delhi,The aircraft crashed 6 minutes after taking off from Dum Dum Airport. The accident occurred during a violent thunderstorm. Wreckage indicated that the aircraft broke up in the air. Failure of both elevator spars caused by a heavy down-load that may have been associated with a pull-up maneuver. Severe gusts encountered in the thundersquall and overcontrolling or loss of control by the pilots when flying through the thunderstorm. The aircraft was nicknamed 'York Victor.',16:35,de Havilland DH106 Comet 1
10.0,,-525546000,10.0,,0.0,"Off Hartland Point, England",Military - Royal Air Force,WG258,,Crashed into the sea.,,Vickers Valetta T-3
18.0,13716,-525373200,18.0,,0.0,"New Delhi, India",Air India,VT-AUD,Delh - Ahmedabad - Bombay,"Stalled following takeoff. An error of judgement by the pilot, who executed a steep starboard turn. He could not come out of the overbanked turn in time because of the low altitude. Inexperience of the pilot with the type of the aircraft which he was flying.",01:28,Douglas DC-3
19.0,21984,-525200400,2.0,,0.0,"Prince Rupert, BC, Canada",Canadian PacifiAir Lines,CF-CRV,"Sandpit, BC - Prince Rupert, BC",Crashed while attempting to land.  Misuse of controls after the aircraft touched down on the water. The aircraft  bounced several times with the final bounce being so severe the nose section was torn off.,,Consolidated PBY-5A Catalina
20.0,2224,-524682000,19.0,318,0.0,"Near Marshall, Texas",Delta Air Lines,N28345,Dallas - Shreveport,"The plane crashed 13 miles east of Marashall Texas, during an approach to Shreveport in a severe thunderstorm. The encountering of conditions in a severe thunderstorm that resulted in loss of effective control of the aircraft and the failure of the captain to adhere to company directives requiring the avoidance of thunderstorms when conditions would allow such action.",14:15,Douglas DC-3
34.0,125,-523990800,0.0,,2.0,"Amsterdam, Netherlands",KLM Royal Dutch Airlines,PH-TEI,Amsterdam - Paris,"While taking off the plane reached a height of about  50 ft. after which flaps were retracted. The plane began to lose height and crash landed into a meadow. While no one on the plane died, two girls on a bicycle path were killed.",15:30,Convair CV-240-4
7.0,2617,-522176400,7.0,,0.0,"Near Copiapo, Chile",LAN,CC-CLD-0100,,Crashed. Engine fire.,,Lockheed 18 Loadstar
14.0,14633/26078,-522176400,11.0,,0.0,"San Ramon Mtns., Costa Rica",LACSA,TI-1002,Palmar Sur - San Isidoro,Crashed into a mountainside while attempting to land in poor weather.,,Douglas DC-3
34.0,19100,-522090000,34.0,,0.0,"Phou-Lassy, French Indo-China",Aigle Azur,F-BEST,Vientiane - Saigon,Crashed after on-board fire.  Possibly shot down.,,Douglas DC-3
17.0,2066,-522003600,17.0,,0.0,"Sao Paulo, Brazil",Panair do Brasil,PP-PDA,,Crashed while on final approach to Sao Paulo. Error of judgement by the crew during poor visibility at night.,,Lockheed 049-46-21 Constellation
129.0,43471,-521917200,129.0,,0.0,"Tachikawa AFB, Tokyo, Japan",Military - U.S. Air Force,51-137A,Tachikawa AB - Kimpo AB,Crashed shortly after taking off from Tachikawa Air Base. Engine failure during takeoff. Premature application of full flaps during a three engine approach resulting in loss of air speed and crash. First aviation disaster to claim more than 100 lives.,16:34,Douglas C-124A Globemaster II
58.0,42901/153,-519843600,58.0,512,0.0,"PacifiOcean, 325 miles east of Wake Island",Transocean Air Lines,N90806,Wake Island - Honolulu - Oakland,"Lost at sea while en route from Wake Island to Honolulu, Hawaii, approximately 325 miles east of Wake Island. Cause not determined, but there was thunderstorms and turbulence in the area. Fourteen bodies and all life rafts were recovered. The plywood panel from the navigator's table was recovered with the words 'falling in' written on it. There is some speculation that a bomb caused the accident. The aircraft was named 'The Royal Hawaiian.'",08:41,Douglas DC-6A
46.0,,-519411600,44.0,,0.0,"Near Milton, Florida",Military - U.S. Navy,131663,Whitting NAS - Norfolk NB,"The co-pilot failed to maintain a sufficient rate of climb after becoming airborne, struck obstacles and crashed into a wooded area.",23:15,Fairchild R4Q-2
21.0,,-518547600,21.0,,0.0,"Near Kanggye, North Korea",Aeroflot,,,Shot down by a U.S. Air Force F-86 jet fighter towards the end of the Korean War. The Russian government claimed the plane was over Chinese air space.,12:30,Ilyushin IL-12
42.0,2628,-517942800,4.0,,0.0,"Off Fethiye Point, Turkey",Air France,F-BAZS,Rome - Beirut,The No. 3 engine broke away from the aircraft following severe vibrations causing loss of control of the No. 4 engine and necessitating a ditching 1.5 miles from the coast. Failure in flight of a propeller blade. Four passengers drowned.,02:28,Lockheed L- 749A Constellation
25.0,9143,-517942800,1.0,,0.0,"Sharjah, United Arab Emirates",Orient Airways,AP-AAD,Sharjah - Bahrain,"Shortly after taking off, the aircraft entered a turn and crashed to the ground. The failure of the captain to supervise the first officer in flying the plane who was not able to fly on instruments in the dark.",22:37,Douglas DC-3
23.0,,-517770000,14.0,,0.0,Off Irish coast,Military - U.S. Air Force,,,,,Boeing B-34
2.0,26403,-516646800,2.0,,0.0,"Near San Diego, California",Aerovias Contreras,XA-GOT,,The cargo plane flew into a mountain.,,Curtiss C-46A
42.0,2674,-515437200,42.0,,0.0,"Near Barcelonnette, France",Air France,F-BAZZ,Paris - Nice - Hong Kong,"While on approach to land at Nice-Cote d' Azur Airport the aircraft crashed into Mt. Cemet in the French Alps. French violinist Jacques Tribaud, 72, among those killed. Navigational error. Pilot deviated from the prescribled route for reasons unknown.",,Lockheed 749A Constellation
21.0,6333,-515437200,21.0,,0.0,"Vail, Washington",Regina Cargo Airlines,N19941,"Monterey, CA - Tacoma, WA",Crashed 26 nm short of McChord AFB. The pilot's attempt to continue flight under the provisions of VFR during IFR conditions.,18:42,Douglas DC-3
3.0,13817/25262,-514832400,3.0,,0.0,"San Andres, Honduras",TACA,XH-TAR,San Pedro - San Andres,After a missed approach the No. 2 engine of the cargo plane failed. Failure of the right engine when the pilot wished to obtain maximum power from both engines after a missed landing.,13:16,Douglas C-47A
2.0,13113,-514314000,1.0,,0.0,"Chablekal, Mexico",Transportes Aéreos Mexicanos,XA-GIC,Campeche - Mérida,The cargo plane struck a tower in fog while attempting to land.,,Douglas C-47A
28.0,116,-514141200,28.0,723,0.0,"Albany, New York",American Airlines,N94255,Boston - Hartford - Albany - Chicago,"After circling, the aircraft crashed into two radio towers while on approach to Albany Municipal Airport. While the pilot was aligning with the runway, he descended below obstructions partially obscured by fog. Crew's failure to abandon the landing under adverse weather conditions.",08:34,Convair CV-240-0
21.0,9694,-513363600,5.0,,0.0,"Ankara, Turkey",Devlet Hava Yollari,TC-EGE,Ankara - Van,Crashed to the ground after an engine fire.,,Douglas DC-3
41.0,22384,-513100800,25.0,,0.0,"Louisville, Kentucky",Resort Airlines,N66534,Philadelphia - Louisville,"While the plane was attempting to land it entered a steep climb, stalled and crashed. The structural failure of the left elevator in flight, causing loss of control. This structural failure was brought about by the left outboard hinge bolt backing out of the assembly. The underlying cause was improper maintenance which resulted in the installation of hinge bolts and bearings not meeting specifications, and inadequate inspection which failed to detect this condition.",16:18,Curtiss C-46F-1-CU
44.0,154,-511718400,44.0,,0.0,"Frankfurt, Germany",Sabena,OO-AWQ,Frankfurt - Brussels,Loss of engine power on takeoff. The loss of power may possibly be attributed to the heavy deposit of lead on the spark plugs.,,Convair CV-240-12
7.0,14146/25591,-511459200,2.0,,0.0,"Lai Chau, Vietnam",Compagnie Sila,F-VNAE,,Cargo plane.,,Douglas C-47B
21.0,26403,-511286400,21.0,,0.0,"Near Monterrey, Mexico",Aerovias Contreras,XA-GOT,Monterrey - Falcon Dam,Crashed into a ravine.,13:00,Douglas C-46A-CU ( DC-3)
27.0,2616,-511286400,2.0,627,0.0,"New York City, New York",Eastern Air Lines,N119A,New York City - San Juan,The aircraft crashed a few seconds after becoming airborne. The captain's loss of visual reference and orientation when he encountered drifting fog shortly after becoming airborne on take-off and the resultant inadvertent assumption of a descending flight path.,00:56,Lockheed 749A Constellation
19.0,43125,-510422400,19.0,304/44,0.0,"Near Half Moon Bay, California",British Commonwealth PacifiAirlines,VH-BPE,Sydney - Honolulu - San Francisco,"While flying in fog on an approach to San Francisco International Airport, the aircraft crashed into a redwood forest on a mountain ridge, 7.5 miles southeast of Half Moon Bay. The plane struck the ridge of King's Mountain and broke up, scattering wreckage over a half-mile area.  Failure of the crew to follow prescribed procedures for an instrument approach. American pianist, William Kapell, 31, killed.",08:44,Douglas DC-6
28.0,2181,-509990400,28.0,,0.0,"Potosi, Bolivia",Lloyd Aereo Boliviano,CP-600,Camiri - Suere,"Crashed into Rodeo Pampa mountain during approach, 37 miles from its destination.",,Douglas DC-3
10.0,,-509299200,10.0,,0.0,"Off Argyll, England",Military - Royal Air Force,WL746,,,17:30,Avro Shackleton MR-2
33.0,12797,-507312000,23.0,,0.0,"Mt. Somosierra, Spain",Aviaco,EC-AEG,Bilbao - Madrid,Crashed in poor weather conditions.,,Bristol 170 Freighter 21
14.0,11810,-506620800,13.0,,0.0,"Nagpur, India",Indian Airlines,VT-CHF,,"The aircraft experienced loss of control in too steep a turn. Loss of critical height during a steep left hand turn, with the landing gear down, executed by the pilot at an unsafe altitude in an attempt to return to the aerodrome, after experiencing a temporary loss of power of the left engine soon after becoming airborne. A false right engine fire warning precipitated the attempt at a forced landing.",,Douglas DC-3
2.0,33589,-506361600,2.0,,0.0,Aviateca,Aviateca,TG-AQA,"Brownsville, TX - Guatemala City","The cargo plane flew into a mountain at 8,000 ft.",,Curtiss C-46D
16.0,,-506188800,11.0,,8.0,"Guam, Mariana Islands",Military - U.S. Air Force,44-87741,,"The aircraft crashed into an officer's housing area after attemping to make an emergency landing with an engine out,at Anderson Air Force Base on Guam.",06:50,Boeing B-29
44.0,128,-506016000,1.0,,0.0,"Zurich, Switzerland",Sabena,OO-AWO,,Descended below the glide path in poor weather and darkness and crashed 1.5 miles short of the runway. Poor approach procedures performed by the pilot.,,Convair CV-240
15.0,,-505843200,9.0,,0.0,"Dah-el-Kadeeb, Syria",Syrian Airways,YK-AAF,,,,Douglas DC-3
21.0,,-504806400,21.0,,0.0,"Herat, Afghanstan",Ariana Afghan Airlines,,,,,Douglas DC-3
10.0,19616,-504547200,4.0,,0.0,"Lapseki, Turkey",Devlet Hava Yollari,TC-BAG,Bandirma - Canakkale,Flew into a mountain.,,Douglas DC-3
17.0,599,-504460800,16.0,,0.0,"Near Aldbury, England",Military -Royal Air Force,WJ474,Bovingdon AF - Thorney Island,The aircraft crashed 4 minutes after taking off in a snow shower. The aircraft lost altitude and crashed to the ground for reasons unknown.,17:20,Vickers Valetta
35.0,06003,-504115200,35.0,781,0.0,"Off Elba, Italy",British Overseas Airways,G-ALYP,Rome - London,The aircraft broke up in-flight while en route from Rome to London. Metal fatigue due to a design flaw caused a breakup of the aircraft. Second crash with the same cause. The aircraft was nicknamed 'Yoke Peter.',09:50,de Havilland DH106 Comet 1
21.0,19540,-504028800,21.0,,0.0,"Manizales, Colombia",AVIANCA,HK-160,Medellin - Armenia,Crashed into a mountain 1 hour after takeoff.,,Douglas DC-3
1.0,,-503856000,1.0,,6.0,"Long Beach, California",Military - U.S. Air Force,,,The jet fighter crashed into homes killing 6 people and destroying 3 homes while attempting to land.,,F-88 Sabre Jet
16.0,42903/150,-503769600,16.0,,0.0,"Rome, Italy",Philippine Air Lines,PI-C294,,Crashed in a steep dive while making an IFR landing in turbulence following an engine fire. Probably lost a wing during a pull out from a steep dive.,,Douglas DC-6
15.0,11854,-503769600,15.0,,0.0,"Prague, Czechoslovakia",Ceskoslovenske Aerolinie,OK-WDS,Praha - Moravska - Ostrava,Crashed during takeoff.,,Douglas DC-3 (C-47A-DK)
3.0,4940,-503251200,3.0,,0.0,"Kansas City, Missouri",Zantop Air Transport,N49551,,The cargo plane crashed while on approach. The loss of control of the aircraft at an altitude too low to effect recovery. The loss of control resulted from an accumulation of ice and the use of de-icer boots at low air speeds.,,Douglas DC-3A
35.0,33423,-502214400,35.0,,0.0,"Off Hokkaido, Japan",Military - U.S. Air Force,44-78027A,Misawa - Chitose,"After reporting a fire in the cargo hold and that a ditching was imminent,  the last message from the aircraft was 'I've lost control of the aircraft we're going in.'",13:50,Curtiss-Wright C46D-CU
16.0,,-501868800,10.0,,0.0,"Susitna Valley, Alaska",Military - U.S. Air Force,5895,,"The plane broke apart over the Susitna Valley of South Central Alaska and the scattered parts fell onto Kesugi Ridge, which is now within Denali State Park. Six servicemen wearing parachutes escaped by being thrown from the disintegrating aircraft.",,Douglas C-47
10.0,,-501264000,10.0,,0.0,"Off Gozo, Malta",Military - Royal Air Force,WL794,Military exercise,Crashed at sea while on manuvers.,,Avro Shackleton MR-2
3.0,20358,-500140800,3.0,,0.0,"New Delhi, India",Indian Airlines,VT-ATU,,The test flight crashed after attempting to determine the cause of a crash at Nagpur on 12/12/1953.,,Douglas DC-3
9.0,37,-500054400,9.0,314,0.0,"Wright, Wyoming",Western Airlines,N8407H,Salt Lake City - Cedar City - Rapid City,"After entering an area of severe turbulence and icing, the plane made a rapid descent and struck the ground at high speed. A sudden emergency of undetermined origin under adverse weather conditions resulting in rapid descent and impact with the ground at high speed.",10:32,Convair CV-240
20.0,9958,-499536000,20.0,,0.0,"Near St. Etienne de Tinee, France",Military - U.S. Air Force,42-24096A,"Tripoli, Libya - Hahn, W Germany","The aircraft struck a mountain and disintegrated at an altitude of 8,000 ft. while en route. The accident occurred in snow and low overcast conditions. The plane had drifted off the prescribed course and no wind drift correction had been made.",14:30,Douglas C-47A-DL
40.0,2554,-498758400,33.0,,0.0,"Kallang Airport, Singapore",British Overseas Airways,G-ALAM,Australia - London,"Crashed short of the runway, hit a wall, overturned and caught fire. Improper procedures used in landing.  Pilot fatigue.",,Lockheed 749A-79-33 Constellation
2.0,12360,-498672000,2.0,,0.0,"Off Mackay, Australia",Queensland Airlines,VH-BBV,,The cargo plane crashed into the sea while en route.,,Douglas C-47A
18.0,10732,-498240000,18.0,,0.0,"Near Lothian, Maryland",Military - U.S. Air Force,51-7993,"Oklahoma - Long Island, NY",Crashed to the ground about 20 minutes after leaving Bolling Air Force Base. The aircraft was circling a radio beacon under VFR waiting for IFR clearance. An attempt to maintain VFR flight at night and in poor visibility.  Possible crew fatigue.,22:30,Fairchild C-110F
18.0,7358,-497635200,18.0,,0.0,"Monterrey, Mexico",Aeronaves de Mexico,XA-GUN,Mazatlan - Monterey,Crashed and burned on Friar's Peak while waiting for permission to land.,,Douglas DC-3
25.0,19509,-496944000,25.0,,0.0,"Adana, Turkey",Devlet Hava Yollari,TC-ARK,Adana - Istanbul,Crashed en route approximately 15 minutes after takeoff from Adana.,,Douglas DC-3
4.0,10341,-496857600,4.0,,0.0,"Hanoi, Vietnam",Autrex,F-BFGQ,,The cargo plane crashed into the Red River while on approach.,,Douglas C-54A
21.0,06011,-496512000,21.0,201,0.0,"Off Stromboli, Italy",British Overseas Airways,G-ALYY,Rome - Cairo,The aircraft broke up in-flight and crashed into the sea en route from Rome to Cairo. Metal fatigue due to a design flaw led to the breakup of the aircraft. Third crash with the same cause. The aircraft was nicknamed 'Yoke Yoke.',19:10,de Havilland DH106 Comet 1
36.0,150,-496512000,36.0,,1.0,"Moose Jaw, SK, Canada",Trans Canada Air Lines / RCAF,CF-TFW/RCAF3309,,"Midair collision between a Canadair C-4-1 and a RCAF Harvard Mark II at 6,000 feet.  Thirty-five killed on the Canadair, one on the Harvard. Failure on the part of the pilots of both aircraft to maintain a proper lookout. The onus of responsibility for keeping out of the way being with the Harvard aircraft as it had the other on its own right side.",10:03,Canadair C-4-1Argonaut / Harvard Mark II
16.0,,-496080000,16.0,,0.0,"Santiago, Chile",LAN,956,,,,Douglas DC-3
23.0,2603,-496080000,16.0,,0.0,"Xieng Kouang, Laos",Societe Indochinoise de Raviteillement,F-OALK,,Crashed and burned during takeoff.,,Lockheed 18 Lodestar
25.0,12387,-495216000,25.0,,0.0,"Sierra del Vilgo, Argentina",Aerolineas Argentinas,LV-ACX,Mendoza - Cordoba,Crashed into a mountain during an approach. Deviation from prescribed course for unknown reasons. Crew fatigue may have played a part. The captain acted contrary to company policy regarding a required IFR approach.,21:25,Douglas DC-3
11.0,13792,-494614800,5.0,,0.0,"Near Calcutta, India",Darbhanga Aviation,VT-DEM,,"The aircraft tried to return to the airport after the No. 1 engine failed on takeoff but was unable to maintain airspeed, stalled and crashed into a tree. Delay in feathering the No. 1 engine after failure. Improper emergency procedural errors by the pilot.",09:18,Douglas C-47A-30-DK
28.0,15948/32696,-492714000,3.0,,0.0,"Paraparaumu, New Zealand",New Zealand National Airways,ZK-AQT,Churchchrist - Paraparaumu,Crashed onto a roadway from a height of 500 ft. The crew used the wrong fuel selection configueration and the engines failed due to fuel starvation.,09:23,Douglas DC-3
19.0,19830,-491936400,19.0,,0.0,"Cipo Mountain, Brazil",Transportes Aereos Nacionales,PP-ANO,Governador Valadares - Belo Horizonte,The aircraft deviated from its normal course by 30 miles and struck a mountain. Navigational error. The minimum safety height for the route was not complied with.,,Douglas DC-3
4.0,11982,-491677200,1.0,,0.0,"Near Maribor, Slovenia",Sabena,OO-CBY,"Blackbushe, UK - Beogard, Serbia",The cargo plane ran off the end of the runway and crashed after being attacked by a fighter jet.,,Douglas C-47A
3.0,30400,-491590800,3.0,,0.0,"Sao Paulo, Brazil",Varig,PP-VBZ,Sao Paulo - Porto Alegre,The cargo plane crashed on takeoff. Elevator lock was not removed prior to takeoff.,,Curtiss C-46A
4.0,4464,-491245200,4.0,,0.0,"Tourane, Vietnam",Soc. de Tr. Aériens d'Extrême Orient,F-BCCL,,,,Douglas C-47-DL
9.0,61,-490294800,3.0,,0.0,"Off Folkestone, England",Swissair,HB-IRW,Geneva - London,The plane ditched into the AtlantiOcean after running out of fuel. Three non-swimming passengers drowned due to lack of lifesaving equipment aboard. Negligence of the crew in not monitoring the fuel situation as the flight progressed.,,Convair CV-240-4
20.0,,-489171600,20.0,,0.0,"Near Salvador, Brazil",Military - Brazilian Air Force,C-28-2901,,The aircraft crashed while attempting to land at Salvador. Engine failure at a critical stage in landing.,12:00,Lockheed C-28
18.0,10310,-487357200,10.0,,0.0,"Off Hainan Island, China",Cathay PacifiAirways,VR-HEU,Singapore - Hong Kong - Bangkok,Ditched into the sea after being shot down by Chinese Lachovlin  La-7 military fighter aircraft. The survivors were rescued by the U.S. Air Force.,09:45,Douglas DC-4
2.0,13977/25422,-485974800,2.0,,0.0,"Near McGrath, Alaska",Alaska Airlines,N91008,McGrath - Colorado Creek,"Flew into a mountain, 35 miles northeast of McGrath.",15:40,Douglas DC-2
30.0,2664,-485888400,30.0,,0.0,"Terceira Island, Azores, Portugal",AVIANCA,HK-163,"Lajes, Azores - Bermuda","Crashed into mountains after poor weather diverted the flight from Santa Maria. Flew opposite to prescribed course after takeoff. Crew error. The failure of the pilot to carry out the normal climb out procedure following takeoff on a flight to Bermuda and his having made a turn to the left instead of to the right, thus flying into the mountains instead of turning out to sea.",00:08,Lockheed 749A-79 Constellation
3.0,,-485629200,3.0,,0.0,Vietnam,Autrex,F-BSGS,Saigan - Hanoi,Crashed en route.,,Douglas DC-3
55.0,12809,-485283600,47.0,,0.0,"Near Pakse, Laos",Air Vietnam (South Vietnam),F-VNAI,Red River delta - Saigon,Crashed into the Mekong River while making an emergency landing after encountering engine failure. The aircraft was being used to evacuate families.,,Bristol 170 Freighter 21E
19.0,4630,-484765200,12.0,152,0.0,"Near Mason City, Iowa",Braniff Airlines,N61451,Memphis - Minneapolis,"The aircraft crashed 16 miles south of Mason City, Iowa due to a loss of control after penetrating an area of thunderstorms during a go-around. The flight, while endeavouring to traverse a thunderstorm area, encountered very heavy rain, divergent winds, and strong downdrafts that forced the aircraft to the ground.",17:03,Douglas DC-3
21.0,43556/257,-484678800,21.0,,0.0,"Near Dutch Coast, North Sea",KLM Royal Dutch Airlines,PH-DFO,Shannon - Amsterdam,Crashed into the North Sea in rain showers and heavy seas. Cause not determined.,11:35,Douglas DC-6B
27.0,,-484333200,26.0,,0.0,"Near Rapid City, South Dekota",Military - U.S. Air Force,51-13722,,Crashed while making practice approaches to Ellsworth Air Force Base during its sixth attempt. The plane slammed into to ground with landing gear retracted and flaps set at 20 degrees.,22:10,Convair RB-36H
56.0,4509,-483555600,28.0,633,0.0,"Foynes, Ireland",KLM Royal Dutch Airlines,PH-LKY,Shannon - New York City,"Less than a minute after takeoff, the aircraft crashed into a mudbank of the Shannon River. Although the crash site was only about 2,500 metres from the airport, no one was aware of the disaster. Rescue operations were only started after the plane's navigator, after having crossed the river, managed to reach the airport. The aircraft was partially submerged, and at least one of the fuel tanks had ruptured during the crash. The fuel fumes rendered many passengers and crew unconscious, who then drowned in the rising tide. Failure of the captain to interpret his instrument indications properly during flap retraction after the gear was re-extended.",02:30,Lockheed 1049C-55-81 S Constellation
30.0,19278,-482950800,6.0,,0.0,"Off Rio de Janeiro, Brazil",Cruzeiro,PP-CDJ,,The plane was attemping to return to the Rio de Janeiro after severe vibrations in the No. 1 engine made the crew feather the prop.  While on final the aircraft came in too high and a go-around was attempted during which the plane crashed into the sea.   Lack of reference to instruments after opening the throttle to go-around in restricted visibility.  Power may have been inadvertently reduced on the good engine.,20:08,Douglas DC-3
4.0,212,-482691600,3.0,,0.0,"Cairo, Egypt",Misrair,SU-AFO,Test,Stalled and crashed during a test flight.,,Vickers 634 Viking
21.0,20510,-479318400,21.0,,0.0,"Nar Limone Piemonte, Italy",Military - U.S. Air Force,43-16044,,Crashed in the Alps on the French/Italian border while en route. The instrument flight plan the pilot filed indicated a cruising height that was lower than the authorized minimum altitude required to clear the mountains.,17:50,Douglas C-47A-DL
42.0,4108,-478800000,42.0,57,0.0,"Off Ocean City, Maryland",Military - U.S. Navy,128441,"Patuxent River NAS - Kenitra, Morocco","The aircraft disappeared approximately 300 miles east of Ocean City, Maryland and no trace of the wreckage or bodies was ever found.",,Lockheed R7V-1
42.0,,-478800000,42.0,,0.0,Off the coast of Maryland,Military - U. S. Navy,128441,"New Jersey - Azores - Port Lyautey, Moroco",Disappeared 350 miles off the Maryland coast.,23:00,Lockheed R-7V1
8.0,44,-478713600,3.0,,0.0,"Mangalore, Australia",TAA,VH-TVA,Training,"Crashed during takeoff. An error of judgement on the part of the pilot-in-command in that he took the aircraft into the air at a speed below the minimum control speed, following loss of directional control during the ground run.",15:10,Vickers 720 Viscount
24.0,,-477331200,24.0,,0.0,"Jirishanga,Cerro de Pasco, Peru",TAM (Brazil),FAP-403,Pucallpa - Lima,Disappeared over the Andes while en route.  Wreckage found 12/04/1954.,,Douglas DC-3
7.0,11745,-476121600,2.0,792,0.0,"Berlin, New Hampshire",Northeast Airlines,N17891,"Laconia, NH - Berlin, NH",The aircraft crashed during an ILS approach to Berlin. Premature and unauthorized instrument descent to an altitude that did not permit terrain clearance.,11:15,Douglas DC-3
28.0,19211,-475776000,28.0,,0.0,"Near Luang Pragang, Laos",Air Laos,F-BEIA,Luang Prabang - Nam Tha,Crashed en route on the company's first commercial flight.,,Douglas DC-3
4.0,12549,-475084800,4.0,,0.0,"Bratislava, Slovakia",Ceskoslovenské Aerolinie,OK-WDK,,,,Douglas C-47A
2.0,19292,-474566400,2.0,,0.0,"Near Bolivar, Venezuela",Linea Aeropostal Venezolana,YV-C-AMP,,The cargo plane crashed into a mountain.,,Douglas C-47A
